연번,설치목적,설치대수,설치장소,촬영범위,기관명 및 관리부서,,,,,,,,,,,,
725,자연마을,1,경상남도 거창군 남상면 둔동리 539-1번지 하남진마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
726,자연마을,1,경상남도 거창군 남상면 둔동리 711-4번지 동령마을회관 인근,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
727,자연마을,1,경상남도 거창군 남상면 둔동리 838-18,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
728,자연마을,1,경상남도 거창군 남상면 무촌리 1093-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
729,자연마을,1,경상남도 거창군 남상면 무촌리 1344-38 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
730,자연마을,1,경상남도 거창군 남상면 무촌리 1996 지하마을 뒷길 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
731,자연마을,1,경상남도 거창군 남상면 무촌리 306-1번지 성지경로당 인근,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
732,자연마을,1,경상남도 거창군 남상면 무촌리 497-2번지 마을 진입도로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
733,자연마을,1,경상남도 거창군 남상면 무촌리 618-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
734,자연마을,1,경상남도 거창군 남상면 무촌리 887,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
735,자연마을,1,경상남도 거창군 남상면 송변리 산 6-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
736,자연마을,1,경상남도 거창군 남상면 오계리 342-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
737,자연마을,1,경상남도 거창군 남상면 오계리 572-1 묵동진입로 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
738,자연마을,1,경상남도 거창군 남상면 월평리 1000-2 하월평길 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
739,자연마을,1,경상남도 거창군 남상면 임불리 1201,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
740,자연마을,1,경상남도 거창군 남상면 임불리 1590-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
741,자연마을,1,경상남도 거창군 남상면 전척리 453-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
742,자연마을,1,경상남도 거창군 남상면 진목리 127-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
743,자연마을,1,경상남도 거창군 남상면 춘전리 208번지 내춘경로당 인근,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
744,자연마을,1,경상남도 거창군 남상면 춘전리 569,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
745,자연마을,1,경상남도 거창군 남하면 대야리 1064-2번지 마을앞 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
746,자연마을,1,경상남도 거창군 남하면 대야리 378-1번지 마을입구 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
747,자연마을,1,경상남도 거창군 남하면 대야리 813,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
748,자연마을,1,경상남도 거창군 남하면 둔마리 811-8,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
749,자연마을,1,경상남도 거창군 남하면 무릉리 520-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
750,자연마을,1,경상남도 거창군 남하면 무릉리 560,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
751,자연마을,1,경상남도 거창군 남하면 무릉리 566-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
752,자연마을,1,경상남도 거창군 남하면 무릉리 867,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
753,자연마을,1,경상남도 거창군 남하면 산포리 962-8,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
754,자연마을,1,경상남도 거창군 남하면 양항길 18-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
755,자연마을,1,경상남도 거창군 남하면 양항리 572-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
756,자연마을,1,경상남도 거창군 남하면 양항리 953번지 마을회관 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
757,자연마을,1,경상남도 거창군 남하면 지산리 2143,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
758,자연마을,1,경상남도 거창군 남하면 지산리 252,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
759,자연마을,1,경상남도 거창군 남하면 지산리 868-5 장전마을회관 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
760,자연마을,1,경상남도 거창군 마리면 고창길 120,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
761,자연마을,1,경상남도 거창군 마리면 고창길 183-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
762,자연마을,1,경상남도 거창군 마리면 고학리 1219-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
763,자연마을,1,경상남도 거창군 마리면 고학리 1221-19,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
764,자연마을,1,경상남도 거창군 마리면 고학리 651-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
765,자연마을,1,경상남도 거창군 마리면 고학리 916-2 고대마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
766,자연마을,1,경상남도 거창군 마리면 대동리 1455,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
767,자연마을,1,경상남도 거창군 마리면 대동리 1513-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
768,자연마을,1,경상남도 거창군 마리면 대동리 303-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
769,자연마을,1,경상남도 거창군 마리면 대동리 388-2번지 동편마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
770,자연마을,1,경상남도 거창군 마리면 대동리 768-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
771,자연마을,1,경상남도 거창군 마리면 대동리 776-4 신기놀이터 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
772,자연마을,1,경상남도 거창군 마리면 대동리 936-1번지 시목마을 안길,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
773,자연마을,1,경상남도 거창군 마리면 대동리 산 60-6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
774,자연마을,1,경상남도 거창군 마리면 말흘리 215-12,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
775,자연마을,1,경상남도 거창군 마리면 말흘리 790-27,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
776,자연마을,1,경상남도 거창군 마리면 말흘리 855-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
777,자연마을,1,경상남도 거창군 마리면 밀흘리 414-11 지동마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
778,자연마을,1,경상남도 거창군 마리면 송림길 345 송림마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
779,자연마을,1,경상남도 거창군 마리면 영승리 688,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
780,자연마을,1,경상남도 거창군 마리면 월계리 1017 학동마을 주차장,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
781,자연마을,1,경상남도 거창군 마리면 월계리 458-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
782,자연마을,1,경상남도 거창군 마리면 월계리 553-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
783,자연마을,1,경상남도 거창군 마리면 월계리 560-2번지 성락마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
784,자연마을,1,경상남도 거창군 마리면 율리 404-2번지 상율마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
785,자연마을,1,경상남도 거창군 마리면 율리 613번지 도동마을 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
786,자연마을,1,경상남도 거창군 마리면 율리 820-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
787,자연마을,1,경상남도 거창군 마리면 하고리 102-3번지 소곡마을 뒤 고창마을 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
788,자연마을,1,경상남도 거창군 마리면 하고리 732,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
789,자연마을,1,경상남도 거창군 북상면 갈계리 1058-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
790,자연마을,1,경상남도 거창군 북상면 갈계리 144-2번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
791,자연마을,1,경상남도 거창군 북상면 갈계리 1445-2번지 북상초 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
792,자연마을,1,경상남도 거창군 북상면 갈계리 381-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
793,자연마을,1,경상남도 거창군 북상면 갈계리 752-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
794,자연마을,1,경상남도 거창군 북상면 갈계리 887-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
795,자연마을,1,경상남도 거창군 북상면 농산리 456-1번지 용수막삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
796,자연마을,1,경상남도 거창군 북상면 농산리 497-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
797,자연마을,1,경상남도 거창군 북상면 병곡리 68-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
798,자연마을,1,경상남도 거창군 북상면 병곡리 744-4번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
799,자연마을,1,경상남도 거창군 북상면 산수리 302-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
800,자연마을,1,경상남도 거창군 북상면 소정리 1346-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
801,자연마을,1,경상남도 거창군 북상면 소정리 310-1 (신기마을회관 앞),전방 70M,거창군 안전총괄과,,,,,,,,,,,,
802,자연마을,1,경상남도 거창군 북상면 소정리 673-2번지 마을입구 교대,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
803,자연마을,1,경상남도 거창군 북상면 소정리 692-4번지 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
804,자연마을,1,경상남도 거창군 북상면 월성리 1005-2 내계마을 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
805,자연마을,1,경상남도 거창군 북상면 월성리 1550-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
806,자연마을,1,경상남도 거창군 북상면 월성리 1652-4번지 정자목 인근,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
807,자연마을,1,경상남도 거창군 북상면 월성리 산61-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
808,자연마을,1,경상남도 거창군 북상면 월성리 산98-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
809,자연마을,1,경상남도 거창군 북상면 창선리 23-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
810,자연마을,1,경상남도 거창군 신원면 과정리 309-9번지 마을회관 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
811,자연마을,1,경상남도 거창군 신원면 과정리 370-11 번득 큰 도로변,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
812,자연마을,1,경상남도 거창군 신원면 과정리 889-48번지 신원농협 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
813,자연마을,1,경상남도 거창군 신원면 과정리 891,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
814,자연마을,1,경상남도 거창군 신원면 과정리 952-2번지 창지다리 마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
815,자연마을,1,경상남도 거창군 신원면 과정리 산120-5 세안 다리입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
816,자연마을,1,경상남도 거창군 신원면 구사리 1079-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
817,자연마을,1,경상남도 거창군 신원면 구사리 산12-11번지 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
818,자연마을,1,경상남도 거창군 신원면 대현리 576-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
819,자연마을,1,경상남도 거창군 신원면 대현리 931-2번지 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
820,자연마을,1,경상남도 거창군 신원면 덕산리 215-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
821,자연마을,1,경상남도 거창군 신원면 덕산리 577-1 마을,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
822,자연마을,1,경상남도 거창군 신원면 덕산리 631-1 마을 제실 뒤쪽,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
823,자연마을,1,경상남도 거창군 신원면 수원리 175-1 물안실 다리입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
824,자연마을,1,경상남도 거창군 신원면 수원리 347-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
825,자연마을,1,경상남도 거창군 신원면 수원리342-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
826,자연마을,1,경상남도 거창군 신원면 양지리 356-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
827,자연마을,1,경상남도 거창군 신원면 양지리 75,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
828,자연마을,1,경상남도 거창군 신원면 와룡리 510,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
829,자연마을,1,경상남도 거창군 웅양면 군암리 109-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
830,자연마을,1,경상남도 거창군 웅양면 군암리 141-1번지 마을입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
831,자연마을,1,경상남도 거창군 웅양면 군암리 595-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
832,자연마을,1,경상남도 거창군 웅양면 동호리 1100-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
833,자연마을,1,경상남도 거창군 웅양면 동호리 308-5번지 마을회관 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
834,자연마을,1,경상남도 거창군 웅양면 산포리 1139,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
835,자연마을,1,경상남도 거창군 웅양면 산포리 1387-36,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
836,자연마을,1,경상남도 거창군 웅양면 산포리 1544-3번지 마을 회관앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
837,자연마을,1,경상남도 거창군 웅양면 산포리 893,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
838,자연마을,1,경상남도 거창군 웅양면 산포리277-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
839,자연마을,1,경상남도 거창군 웅양면 신촌리 615-2번지 마을진입로 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
840,자연마을,1,경상남도 거창군 웅양면 죽림리 1072-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
841,자연마을,1,경상남도 거창군 웅양면 죽림리 140-4,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
842,자연마을,1,경상남도 거창군 웅양면 죽림리 294-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
843,자연마을,1,경상남도 거창군 웅양면 죽림리 68-27,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
844,자연마을,1,경상남도 거창군 웅양면 죽림리 926-5번지 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
845,자연마을,1,경상남도 거창군 웅양면 한기리 914-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
846,자연마을,1,경상남도 거창군 웅양면 한기리 926-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
847,자연마을,1,경상남도 거창군 웅양면 한기리420-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
848,자연마을,1,경상남도 거창군 위천면 강남불2길 6,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
849,자연마을,1,경상남도 거창군 위천면 강천리 282-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
850,자연마을,1,경상남도 거창군 위천면 강천리 392-1번지 마항마을회관 옆 ,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
851,자연마을,1,경상남도 거창군 위천면 강천리 833-1 마항마을 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
852,자연마을,1,경상남도 거창군 위천면 남산리 102-1번지 옆 하리골 마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
853,자연마을,1,경상남도 거창군 위천면 남산리 425-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
854,자연마을,1,경상남도 거창군 위천면 남산리 752-2번지 가현마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
855,자연마을,1,경상남도 거창군 위천면 남산리 766-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
856,자연마을,1,경상남도 거창군 위천면 남산리 971-31,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
857,자연마을,1,경상남도 거창군 위천면 당산리 330-1 당산마을 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
858,자연마을,1,경상남도 거창군 위천면 당산리 337-7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
859,자연마을,1,경상남도 거창군 위천면 덕거길 7,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
860,자연마을,1,경상남도 거창군 위천면 모동리 266 무월마을,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
861,자연마을,1,경상남도 거창군 위천면 모동리 713-4번지 석동마을회관 앞,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
862,자연마을,1,경상남도 거창군 위천면 모동리 931-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
863,자연마을,1,경상남도 거창군 위천면 모전길 37,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
864,자연마을,1,경상남도 거창군 위천면 상천리 1053-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
865,자연마을,1,경상남도 거창군 위천면 영풍길 43-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
866,자연마을,1,경상남도 거창군 위천면 원당1길 39,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
867,자연마을,1,경상남도 거창군 위천면 장기리 155-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
868,자연마을,1,경상남도 거창군 위천면 장기리 278-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
869,자연마을,1,경상남도 거창군 위천면 장기리 457-3번지 인근,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
870,자연마을,1,경상남도 거창군 위천면 장기리 463-4 창촌마을 내부,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
871,자연마을,1,경상남도 거창군 위천면 장기리 64-1 거차마을 진입로,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
872,자연마을,1,경상남도 거창군 위천면 장터길 68,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
873,자연마을,1,경상남도 거창군 위천면 황산1길 97-40,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
874,자연마을,1,경상남도 거창군 위천면 황산리 171-11,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
875,자연마을,1,경상남도 거창군 위천면 황산리 590-5번지 안골가는 길,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
876,자연마을,1,경상남도 거창군 위천면 후방길 54,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
877,자연마을,1,경상남도 거창군 주상면 거기리 804-2,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
878,자연마을,1,경상남도 거창군 주상면 거기리 870-3번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
879,자연마을,1,경상남도 거창군 주상면 남산리 1069,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
880,자연마을,1,경상남도 거창군 주상면 남산리 산26-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
881,자연마을,1,경상남도 거창군 주상면 남산리426-1번지,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
882,자연마을,1,경상남도 거창군 주상면 내오리 442-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
883,자연마을,1,경상남도 거창군 주상면 내오리 산 81-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
884,자연마을,1,경상남도 거창군 주상면 도평리 381-5,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
885,자연마을,1,경상남도 거창군 주상면 성기리 1127-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
886,자연마을,1,경상남도 거창군 주상면 성기리 1321,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
887,자연마을,1,경상남도 거창군 주상면 성기리 378,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
888,자연마을,1,경상남도 거창군 주상면 성기리 880-4 마을 입구,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
889,자연마을,1,경상남도 거창군 주상면 성기리 998-2 굴다리 부근,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
890,자연마을,1,경상남도 거창군 주상면 연교리 1194번지 외오교 건너 삼거리,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
891,자연마을,1,경상남도 거창군 주상면 연교리 285-2번지 상임실길,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
892,자연마을,1,경상남도 거창군 주상면 연교리 539-1,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
893,자연마을,1,경상남도 거창군 주상면 완대리 481-1 한전주,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
894,자연마을,1,경상남도 거창군 주상면 완대리 891-3,전방 70M,거창군 안전총괄과,,,,,,,,,,,,
